#time	up	down	total
25176	0	0	8
25177	0	0	8
25178	0	0	8
25179	0	0	8
25180	0	0	8
25181	0	0	8
25182	0	0	8
25183	0	0	8
25184	0	0	8
25185	0	0	8
25186	0	0	8
25187	0	0	8
25188	0	0	8
25189	0	0	8
25190	1	0	9
25191	0	0	9
25192	1	0	10
25193	0	0	10
25194	0	0	10
25195	0	0	10
25196	0	0	10
25197	0	0	10
25198	0	0	10
25199	0	0	10
25200	0	0	10
25201	0	0	10
25202	0	0	10
25203	0	0	10
25204	0	0	10
25205	0	0	10
25206	0	0	10
25207	0	0	10
25208	0	0	10
25209	0	0	10
25210	0	0	10
25211	0	0	10
25212	0	0	10
25213	0	0	10
25214	0	0	10
25215	0	0	10
25216	0	0	10
25217	0	0	10
25218	0	0	10
25219	0	0	10
25220	0	0	10
25221	0	0	10
25222	0	0	10
25223	0	0	10
25224	0	0	10
25225	0	0	10
25226	0	0	10
25227	0	0	10
25228	0	0	10
25229	0	0	10
25230	0	0	10
25231	0	0	10
25232	0	0	10
25233	0	0	10
25234	0	0	10
25235	0	0	10
25236	0	0	10
25237	0	0	10
25238	0	0	10
25239	0	0	10
25240	0	0	10
25241	0	0	10
25242	0	0	10
25243	0	0	10
25244	0	0	10
25245	0	0	10
25246	0	0	10
25247	0	0	10
25248	0	0	10
25249	0	0	10
25250	0	0	10
25251	0	0	10
25252	0	0	10
25253	0	0	10
25254	0	0	10
25255	0	0	10
25256	0	0	10
25257	0	0	10
25258	0	0	10
25259	0	0	10
25260	0	0	10
25261	0	0	10
25262	0	0	10
25263	0	0	10
25264	0	0	10
25265	0	0	10
25266	0	0	10
25267	0	0	10
25268	0	0	10
25269	0	0	10
25270	0	1	9
25271	0	1	8
25272	0	0	8
25273	0	0	8
25274	0	0	8
25275	0	0	8
25276	0	0	8
25277	0	0	8
25278	0	0	8
25279	0	0	8
25280	0	0	8
25281	0	0	8
25282	0	0	8
25283	0	0	8
25284	0	0	8
25285	0	0	8
25286	0	0	8
25287	0	0	8
25288	0	0	8
25289	0	0	8
25290	0	0	8
25291	0	0	8
25292	0	0	8
25293	0	0	8
25294	0	0	8
25295	0	0	8
25296	0	0	8
25297	0	0	8
25298	0	0	8
25299	0	0	8
25300	0	0	8
25301	0	0	8
25302	0	0	8
25303	0	0	8
25304	0	0	8
25305	0	0	8
25306	0	0	8
25307	0	0	8
25308	0	0	8
25309	0	0	8
25310	0	0	8
25311	0	0	8
25312	0	0	8
25313	0	0	8
25314	0	0	8
25315	0	0	8
25316	0	0	8
25317	0	0	8
25318	0	0	8
25319	0	0	8
25320	0	0	8
25321	0	0	8
25322	0	0	8
25323	0	0	8
25324	0	0	8
25325	0	0	8
25326	0	0	8
25327	0	0	8
25328	0	0	8
25329	0	0	8
25330	0	0	8
25331	0	0	8
25332	0	0	8
25333	0	0	8
25334	0	0	8
25335	0	0	8
25336	0	0	8
25337	0	0	8
25338	0	0	8
25339	0	0	8
25340	0	0	8
25341	0	0	8
25342	0	0	8
25343	0	0	8
25344	0	0	8
25345	0	0	8
25346	0	0	8
25347	0	0	8
25348	0	0	8
25349	0	0	8
25350	0	0	8
25351	0	0	8
25352	0	0	8
25353	0	0	8
25354	0	0	8
25355	0	0	8
25356	1	0	9
25357	0	0	9
25358	0	0	9
25359	0	0	9
25360	0	0	9
25361	0	1	8
25362	0	0	8
25363	0	0	8
25364	0	0	8
25365	0	0	8
25366	0	0	8
25367	0	1	7
25368	0	0	7
25369	0	0	7
25370	0	0	7
25371	1	0	8
25372	0	0	8
25373	0	0	8
25374	0	0	8
25375	0	0	8
25376	0	0	8
25377	0	1	7
25378	0	0	7
25379	0	0	7
25380	0	0	7
25381	0	0	7
25382	0	0	7
25383	0	0	7
25384	0	0	7
25385	0	0	7
25386	0	0	7
25387	0	0	7
25388	0	0	7
25389	0	0	7
25390	0	0	7
25391	0	0	7
25392	0	0	7
25393	0	0	7
25394	0	0	7
25395	0	0	7
25396	0	0	7
25397	0	0	7
25398	0	0	7
25399	0	0	7
25400	0	0	7
25401	0	0	7
25402	0	0	7
25403	0	0	7
25404	0	0	7
25405	0	0	7
25406	0	0	7
25407	0	0	7
25408	0	0	7
25409	0	0	7
25410	0	0	7
25411	0	0	7
25412	0	0	7
25413	0	0	7
25414	0	0	7
25415	0	0	7
25416	0	0	7
25417	0	0	7
25418	0	0	7
25419	0	0	7
25420	0	0	7
25421	0	0	7
25422	0	0	7
25423	0	0	7
25424	0	0	7
25425	0	0	7
25426	0	0	7
25427	0	0	7
25428	0	0	7
25429	0	1	6
25430	0	0	6
25431	0	0	6
25432	0	0	6
25433	0	0	6
25434	0	0	6
25435	0	0	6
25436	1	0	7
25437	0	0	7
25438	0	0	7
25439	0	0	7
25440	0	0	7
25441	0	0	7
25442	0	0	7
25443	0	0	7
25444	0	0	7
25445	0	0	7
25446	0	0	7
25447	0	0	7
25448	0	0	7
25449	0	0	7
25450	0	0	7
25451	0	0	7
25452	0	0	7
25453	0	0	7
25454	0	0	7
25455	0	0	7
25456	0	0	7
25457	0	0	7
25458	0	0	7
25459	0	0	7
25460	0	0	7
25461	0	0	7
25462	0	0	7
25463	0	0	7
25464	0	0	7
25465	0	0	7
25466	0	1	6
25467	0	0	6
25468	0	0	6
25469	0	0	6
25470	0	0	6
25471	0	0	6
25472	0	0	6
25473	0	0	6
25474	0	0	6
25475	0	0	6
25476	0	0	6
25477	0	0	6
25478	0	0	6
25479	0	0	6
25480	0	0	6
25481	0	0	6
25482	0	0	6
25483	0	0	6
25484	0	0	6
25485	0	0	6
25486	0	0	6
25487	0	0	6
25488	0	0	6
25489	0	0	6
25490	0	0	6
25491	0	0	6
25492	0	0	6
25493	0	0	6
25494	0	0	6
25495	0	0	6
25496	0	0	6
25497	0	0	6
25498	0	0	6
25499	0	0	6
25500	0	0	6
25501	0	0	6
25502	0	0	6
25503	0	0	6
25504	0	0	6
25505	0	0	6
25506	0	0	6
25507	0	0	6
25508	0	0	6
25509	0	0	6
25510	0	0	6
25511	0	0	6
25512	0	0	6
25513	0	0	6
25514	0	0	6
25515	0	0	6
25516	0	0	6
25517	0	0	6
25518	0	0	6
25519	0	0	6
25520	0	0	6
25521	0	0	6
25522	0	0	6
25523	0	0	6
25524	0	0	6
25525	0	0	6
25526	0	0	6
25527	0	0	6
25528	0	0	6
25529	0	0	6
25530	0	0	6
25531	0	0	6
25532	0	0	6
25533	0	0	6
25534	0	0	6
25535	0	0	6
25536	0	0	6
25537	0	0	6
25538	0	0	6
25539	0	0	6
25540	0	0	6
25541	0	0	6
25542	0	0	6
25543	0	0	6
25544	0	0	6
25545	0	0	6
25546	0	0	6
25547	0	0	6
25548	0	0	6
25549	0	0	6
25550	0	0	6
25551	0	0	6
25552	0	0	6
25553	0	0	6
25554	0	0	6
25555	0	0	6
25556	0	0	6
25557	0	0	6
25558	0	0	6
25559	0	0	6
25560	0	0	6
25561	0	0	6
25562	0	0	6
25563	0	0	6
25564	0	0	6
25565	0	0	6
25566	0	0	6
25567	0	0	6
25568	0	0	6
25569	0	0	6
25570	0	0	6
25571	0	0	6
25572	0	0	6
25573	0	0	6
25574	0	0	6
25575	0	0	6
25576	0	0	6
25577	0	0	6
25578	0	0	6
25579	0	0	6
25580	0	0	6
25581	0	0	6
25582	0	1	5
25583	0	0	5
25584	0	0	5
25585	0	0	5
25586	0	0	5
25587	0	0	5
25588	0	0	5
25589	0	0	5
25590	0	0	5
25591	0	0	5
25592	0	0	5
25593	0	0	5
25594	0	0	5
25595	0	0	5
25596	0	0	5
25597	0	0	5
25598	0	0	5
25599	0	0	5
25600	0	0	5
25601	0	1	4
25602	0	0	4
25603	0	0	4
25604	0	0	4
25605	0	0	4
25606	0	0	4
25607	0	0	4
25608	0	0	4
25609	0	0	4
25610	0	0	4
25611	0	0	4
25612	0	0	4
25613	0	0	4
25614	0	0	4
25615	0	0	4
25616	0	0	4
25617	0	0	4
25618	0	0	4
25619	0	0	4
25620	0	0	4
25621	0	0	4
25622	0	0	4
25623	0	0	4
25624	0	0	4
25625	0	0	4
25626	0	0	4
25627	0	0	4
25628	0	0	4
25629	0	0	4
25630	0	0	4
25631	0	0	4
25632	0	0	4
25633	0	0	4
25634	0	0	4
25635	0	0	4
25636	0	0	4
25637	0	0	4
25638	0	0	4
25639	0	0	4
25640	0	0	4
25641	0	0	4
25642	0	0	4
25643	0	0	4
25644	0	0	4
25645	0	0	4
25646	0	0	4
25647	0	0	4
25648	0	0	4
25649	0	0	4
25650	0	0	4
25651	0	0	4
25652	0	0	4
25653	0	0	4
25654	0	0	4
25655	0	0	4
25656	0	0	4
25657	0	0	4
25658	0	0	4
25659	0	0	4
25660	0	0	4
25661	0	0	4
25662	0	0	4
25663	0	0	4
25664	0	0	4
25665	0	0	4
25666	0	0	4
25667	0	0	4
25668	1	0	5
25669	0	0	5
25670	7	0	12
25671	0	0	12
25672	0	0	12
25673	0	0	12
25674	0	0	12
25675	0	0	12
25676	0	0	12
25677	0	0	12
25678	0	0	12
25679	0	0	12
25680	0	0	12
25681	0	0	12
25682	0	0	12
25683	0	0	12
25684	0	0	12
25685	0	0	12
25686	0	0	12
25687	0	0	12
25688	0	0	12
25689	0	0	12
25690	0	0	12
25691	0	0	12
25692	0	0	12
25693	0	0	12
25694	0	0	12
25695	0	0	12
25696	0	0	12
25697	0	0	12
25698	0	0	12
25699	0	0	12
25700	0	0	12
25701	0	0	12
25702	0	0	12
25703	1	0	13
25704	0	0	13
25705	0	0	13
25706	0	0	13
25707	0	0	13
25708	0	0	13
25709	0	0	13
25710	0	0	13
25711	0	0	13
25712	0	0	13
25713	0	0	13
25714	1	0	14
25715	0	0	14
25716	0	0	14
25717	0	0	14
25718	0	0	14
25719	0	0	14
25720	0	0	14
25721	0	0	14
25722	0	0	14
25723	0	0	14
25724	0	0	14
25725	0	0	14
25726	0	0	14
25727	0	0	14
25728	0	0	14
25729	0	0	14
25730	0	0	14
25731	0	0	14
25732	0	0	14
25733	0	0	14
25734	0	0	14
25735	0	0	14
25736	0	0	14
25737	0	0	14
25738	0	0	14
25739	0	0	14
25740	0	0	14
25741	0	0	14
25742	0	0	14
25743	0	0	14
25744	0	0	14
25745	0	0	14
25746	0	0	14
25747	0	0	14
25748	0	0	14
25749	0	0	14
25750	0	0	14
25751	0	0	14
25752	0	0	14
25753	0	0	14
25754	0	0	14
25755	0	0	14
25756	0	0	14
25757	0	0	14
25758	0	0	14
25759	0	0	14
25760	1	0	15
25761	0	0	15
25762	1	0	16
25763	0	0	16
25764	0	0	16
25765	0	0	16
25766	0	0	16
25767	0	0	16
25768	0	0	16
25769	0	0	16
25770	0	0	16
25771	1	0	17
25772	0	0	17
25773	0	0	17
25774	0	0	17
25775	0	0	17
25776	0	0	17
25777	0	0	17
25778	0	0	17
25779	0	0	17
25780	0	0	17
25781	0	0	17
25782	0	0	17
25783	0	0	17
25784	0	0	17
25785	0	0	17
25786	0	0	17
25787	0	0	17
25788	0	0	17
25789	0	0	17
25790	0	0	17
25791	0	0	17
25792	0	0	17
25793	0	0	17
25794	0	0	17
25795	0	1	16
25796	0	1	15
25797	0	0	15
25798	0	0	15
25799	0	0	15
25800	0	0	15
25801	0	0	15
25802	0	0	15
25803	0	0	15
25804	0	0	15
25805	0	0	15
25806	0	0	15
25807	0	0	15
25808	0	0	15
25809	0	0	15
25810	0	0	15
25811	0	0	15
25812	0	0	15
25813	0	0	15
25814	0	0	15
25815	0	0	15
25816	0	0	15
25817	0	0	15
25818	0	0	15
25819	0	0	15
25820	0	0	15
25821	0	0	15
25822	0	0	15
25823	0	0	15
25824	0	0	15
25825	0	1	14
25826	0	1	13
25827	0	0	13
25828	0	0	13
25829	0	2	11
25830	0	1	10
25831	0	0	10
25832	0	0	10
25833	0	0	10
25834	0	0	10
25835	0	0	10
25836	0	0	10
25837	0	1	9
25838	0	1	8
25839	1	0	9
25840	0	0	9
25841	0	0	9
25842	0	0	9
25843	0	0	9
25844	0	0	9
25845	0	0	9
25846	0	0	9
25847	0	0	9
25848	0	0	9
25849	0	0	9
25850	0	0	9
25851	0	0	9
25852	0	0	9
25853	0	0	9
25854	0	0	9
25855	0	0	9
25856	0	0	9
25857	0	0	9
25858	0	0	9
25859	0	0	9
25860	0	0	9
25861	0	0	9
25862	0	0	9
25863	0	0	9
25864	0	0	9
25865	0	0	9
25866	0	0	9
25867	0	0	9
25868	0	0	9
25869	0	0	9
25870	0	0	9
25871	0	0	9
25872	0	0	9
25873	0	0	9
25874	0	0	9
25875	0	0	9
25876	0	0	9
25877	0	0	9
25878	0	0	9
25879	0	0	9
25880	0	0	9
25881	0	0	9
25882	0	0	9
25883	0	0	9
25884	0	0	9
25885	0	1	8
25886	0	0	8
25887	0	0	8
25888	0	0	8
25889	0	0	8
25890	0	0	8
25891	0	0	8
25892	0	0	8
25893	0	0	8
25894	0	0	8
25895	0	0	8
25896	0	0	8
25897	0	0	8
25898	0	0	8
25899	0	0	8
25900	0	0	8
25901	0	0	8
25902	0	0	8
25903	0	0	8
25904	0	0	8
25905	0	0	8
25906	0	0	8
25907	0	0	8
25908	0	0	8
25909	0	0	8
25910	0	0	8
25911	0	0	8
25912	0	0	8
25913	0	0	8
25914	0	0	8
25915	0	0	8
25916	0	0	8
25917	0	0	8
25918	0	0	8
25919	0	0	8
25920	0	0	8
25921	0	0	8
25922	0	0	8
25923	0	0	8
25924	0	0	8
25925	0	0	8
25926	0	0	8
25927	0	0	8
25928	0	0	8
25929	0	0	8
25930	0	0	8
25931	0	0	8
25932	0	0	8
25933	0	0	8
25934	0	0	8
25935	0	0	8
25936	0	0	8
25937	0	0	8
25938	0	0	8
25939	0	0	8
25940	0	0	8
25941	0	0	8
25942	0	0	8
25943	0	0	8
25944	0	0	8
25945	0	0	8
25946	0	0	8
25947	0	0	8
25948	0	0	8
25949	0	1	7
25950	0	0	7
25951	0	0	7
25952	0	0	7
25953	0	0	7
25954	0	0	7
25955	0	0	7
25956	0	0	7
25957	0	0	7
25958	0	0	7
25959	0	0	7
25960	0	0	7
25961	0	0	7
25962	0	0	7
25963	0	0	7
25964	0	0	7
25965	0	0	7
25966	0	0	7
25967	0	0	7
25968	0	0	7
25969	0	0	7
25970	0	0	7
25971	0	0	7
25972	0	0	7
25973	0	0	7
25974	0	0	7
25975	0	0	7
25976	0	0	7
25977	0	0	7
25978	0	0	7
25979	0	0	7
25980	0	0	7
25981	0	0	7
25982	0	0	7
25983	0	0	7
25984	0	0	7
25985	0	0	7
25986	0	0	7
25987	0	0	7
25988	0	0	7
25989	0	0	7
25990	0	0	7
25991	0	0	7
25992	0	0	7
25993	0	0	7
25994	0	0	7
25995	0	0	7
25996	0	0	7
25997	0	0	7
25998	0	0	7
25999	0	0	7
26000	0	1	6
26001	0	0	6
26002	0	0	6
26003	0	0	6
26004	0	0	6
26005	0	0	6
26006	0	0	6
26007	0	0	6
26008	0	0	6
26009	0	0	6
26010	0	0	6
26011	0	0	6
26012	0	0	6
26013	0	0	6
26014	0	0	6
26015	0	0	6
26016	0	0	6
26017	0	0	6
26018	0	0	6
26019	0	0	6
26020	0	0	6
26021	0	0	6
26022	0	0	6
26023	0	0	6
26024	0	0	6
26025	0	0	6
26026	0	0	6
26027	0	0	6
26028	0	0	6
26029	0	0	6
26030	0	0	6
26031	0	0	6
26032	0	0	6
26033	0	0	6
26034	0	0	6
26035	0	0	6
26036	0	0	6
26037	0	0	6
26038	0	0	6
26039	0	0	6
26040	0	0	6
26041	0	0	6
26042	0	0	6
26043	0	0	6
26044	0	0	6
26045	0	0	6
26046	0	0	6
26047	0	0	6
26048	0	0	6
26049	0	0	6
26050	0	0	6
26051	0	0	6
26052	0	0	6
26053	0	0	6
26054	0	0	6
26055	0	0	6
26056	0	0	6
26057	0	0	6
26058	0	0	6
26059	0	0	6
26060	0	0	6
26061	0	0	6
26062	0	0	6
26063	0	0	6
26064	0	0	6
26065	0	0	6
26066	0	0	6
26067	0	0	6
26068	0	0	6
26069	0	0	6
26070	0	0	6
26071	0	0	6
26072	0	1	5
26073	0	0	5
26074	0	0	5
26075	0	0	5
26076	0	0	5
26077	0	0	5
26078	0	0	5
26079	0	0	5
26080	0	0	5
26081	0	0	5
26082	0	0	5
26083	0	0	5
26084	0	0	5
26085	0	0	5
26086	0	0	5
26087	0	0	5
26088	0	0	5
26089	0	0	5
26090	0	0	5
26091	0	0	5
26092	0	0	5
26093	0	0	5
26094	0	0	5
26095	0	0	5
26096	0	0	5
26097	0	0	5
26098	0	0	5
26099	0	0	5
26100	0	0	5
26101	0	0	5
26102	0	0	5
26103	0	0	5
26104	0	0	5
26105	0	0	5
26106	0	0	5
26107	0	0	5
26108	0	0	5
26109	0	0	5
26110	0	0	5
26111	0	0	5
26112	0	0	5
26113	0	0	5
26114	0	0	5
26115	0	0	5
26116	0	0	5
26117	0	0	5
26118	0	0	5
26119	0	0	5
26120	0	0	5
26121	0	0	5
26122	0	0	5
26123	0	0	5
26124	1	0	6
26125	0	0	6
26126	0	0	6
26127	0	0	6
26128	0	0	6
26129	0	0	6
26130	0	0	6
26131	0	0	6
26132	0	0	6
26133	0	0	6
26134	0	0	6
26135	0	0	6
26136	0	0	6
26137	0	0	6
26138	0	0	6
26139	8	0	14
26140	0	0	14
26141	0	0	14
26142	0	0	14
26143	0	0	14
26144	0	0	14
26145	0	0	14
26146	0	0	14
26147	0	0	14
26148	0	0	14
26149	0	0	14
26150	0	0	14
26151	0	0	14
26152	0	0	14
26153	0	0	14
26154	0	0	14
26155	0	0	14
26156	0	0	14
26157	0	0	14
26158	0	0	14
26159	0	0	14
26160	0	0	14
26161	0	0	14
26162	0	0	14
26163	0	0	14
26164	0	0	14
26165	0	0	14
26166	0	0	14
26167	0	0	14
26168	0	0	14
26169	0	0	14
26170	0	1	13
26171	0	0	13
26172	0	0	13
26173	0	0	13
26174	0	1	12
26175	0	1	11
26176	0	0	11
26177	0	0	11
26178	0	0	11
26179	0	0	11
26180	0	0	11
26181	0	0	11
26182	0	0	11
26183	0	0	11
26184	0	0	11
26185	0	0	11
26186	0	0	11
26187	0	0	11
26188	0	0	11
26189	0	0	11
26190	0	0	11
26191	0	1	10
26192	0	0	10
26193	0	0	10
26194	0	0	10
26195	0	0	10
26196	0	1	9
26197	0	0	9
26198	0	0	9
26199	0	0	9
26200	0	0	9
26201	0	0	9
26202	0	0	9
26203	0	0	9
26204	0	0	9
26205	0	0	9
26206	0	0	9
26207	0	0	9
26208	0	0	9
26209	0	0	9
26210	0	0	9
26211	0	0	9
26212	0	0	9
26213	0	0	9
26214	0	0	9
26215	0	0	9
26216	0	0	9
26217	0	0	9
26218	0	0	9
26219	0	1	8
26220	0	0	8
26221	0	0	8
26222	0	0	8
26223	0	0	8
26224	0	0	8
26225	0	1	7
26226	0	0	7
26227	0	0	7
26228	0	0	7
26229	0	0	7
26230	0	0	7
26231	0	0	7
26232	0	0	7
26233	0	0	7
26234	0	0	7
26235	0	0	7
26236	0	0	7
26237	0	0	7
26238	0	0	7
26239	0	0	7
26240	0	0	7
26241	0	0	7
26242	0	0	7
26243	0	0	7
26244	0	0	7
26245	0	0	7
26246	0	0	7
26247	0	0	7
26248	0	0	7
26249	0	0	7
26250	0	0	7
26251	0	0	7
26252	0	0	7
26253	0	0	7
26254	0	0	7
26255	0	0	7
26256	0	0	7
26257	0	0	7
26258	0	0	7
26259	0	0	7
26260	0	0	7
26261	0	0	7
26262	0	0	7
26263	7	0	14
26264	0	0	14
26265	0	0	14
26266	0	1	13
26267	0	0	13
26268	0	0	13
26269	0	0	13
26270	0	1	12
26271	0	0	12
26272	0	0	12
26273	0	0	12
26274	0	0	12
26275	0	0	12
26276	0	0	12
26277	0	0	12
26278	0	0	12
26279	0	0	12
26280	0	0	12
26281	0	0	12
26282	0	1	11
26283	0	0	11
26284	0	0	11
26285	0	0	11
26286	0	0	11
26287	0	0	11
26288	0	0	11
26289	0	0	11
26290	0	0	11
26291	0	0	11
26292	0	0	11
26293	0	0	11
26294	1	0	12
26295	0	0	12
26296	0	0	12
26297	0	1	11
26298	0	0	11
26299	0	1	10
26300	0	1	9
26301	0	0	9
26302	0	0	9
26303	0	0	9
26304	0	0	9
26305	0	0	9
26306	0	0	9
26307	0	0	9
26308	0	0	9
26309	0	0	9
26310	0	0	9
26311	0	0	9
26312	3	0	12
26313	0	0	12
26314	0	0	12
26315	0	0	12
26316	0	0	12
26317	0	0	12
26318	0	0	12
26319	0	0	12
26320	0	0	12
26321	0	0	12
26322	0	0	12
26323	0	0	12
26324	0	0	12
26325	0	0	12
26326	0	0	12
26327	0	0	12
26328	0	0	12
26329	0	0	12
26330	0	0	12
26331	0	0	12
26332	0	0	12
26333	0	0	12
26334	0	0	12
26335	0	0	12
26336	0	0	12
26337	0	0	12
26338	0	0	12
26339	0	0	12
26340	0	0	12
26341	0	0	12
26342	0	0	12
26343	0	0	12
26344	0	0	12
26345	0	0	12
26346	0	0	12
26347	0	0	12
26348	0	0	12
26349	0	0	12
26350	0	0	12
26351	0	0	12
26352	0	0	12
26353	0	0	12
26354	0	0	12
26355	0	0	12
26356	0	0	12
26357	0	0	12
26358	0	0	12
26359	0	0	12
26360	0	0	12
26361	0	0	12
26362	0	0	12
26363	0	0	12
26364	0	0	12
26365	0	0	12
26366	0	0	12
26367	0	0	12
26368	0	0	12
26369	0	0	12
26370	0	0	12
26371	0	0	12
26372	0	0	12
26373	0	0	12
26374	0	1	11
26375	0	0	11
26376	0	0	11
26377	0	0	11
26378	0	0	11
26379	0	0	11
26380	0	0	11
26381	0	1	10
26382	0	0	10
26383	0	0	10
26384	0	0	10
26385	0	0	10
26386	0	0	10
26387	0	0	10
26388	0	0	10
26389	0	0	10
26390	0	0	10
26391	0	0	10
26392	0	0	10
26393	0	0	10
26394	0	0	10
26395	0	0	10
26396	0	0	10
26397	0	0	10
26398	0	0	10
26399	0	0	10
26400	0	0	10
26401	0	0	10
26402	0	0	10
26403	0	0	10
26404	0	0	10
26405	0	0	10
26406	0	0	10
26407	0	0	10
26408	0	0	10
26409	0	0	10
26410	0	0	10
26411	0	1	9
26412	0	0	9
26413	0	0	9
26414	0	1	8
26415	0	0	8
26416	0	1	7
26417	0	0	7
26418	0	0	7
26419	0	0	7
26420	0	0	7
26421	1	0	8
26422	0	0	8
26423	0	0	8
26424	0	0	8
26425	0	0	8
26426	0	0	8
26427	0	0	8
26428	0	0	8
26429	0	0	8
26430	0	0	8
26431	0	0	8
26432	0	0	8
26433	0	0	8
26434	0	0	8
26435	0	0	8
26436	0	0	8
26437	0	0	8
26438	0	0	8
26439	0	0	8
26440	0	0	8
26441	0	0	8
26442	0	0	8
26443	0	0	8
26444	0	0	8
26445	0	0	8
26446	0	0	8
26447	0	0	8
26448	0	0	8
26449	0	0	8
26450	0	0	8
26451	0	0	8
26452	0	0	8
26453	0	0	8
26454	0	0	8
26455	0	0	8
26456	0	0	8
26457	0	0	8
26458	0	0	8
26459	0	0	8
26460	0	0	8
26461	0	0	8
26462	0	0	8
26463	0	0	8
26464	0	0	8
26465	0	0	8
26466	0	0	8
26467	0	0	8
26468	0	0	8
26469	0	0	8
26470	0	0	8
26471	0	0	8
26472	0	0	8
26473	0	0	8
26474	0	0	8
26475	0	0	8
26476	0	0	8
26477	0	0	8
26478	0	0	8
26479	0	0	8
26480	0	0	8
26481	0	0	8
26482	0	0	8
26483	0	1	7
26484	0	0	7
26485	0	0	7
26486	0	0	7
26487	0	0	7
26488	0	0	7
26489	0	0	7
26490	0	0	7
26491	0	0	7
26492	0	0	7
26493	0	0	7
26494	0	0	7
26495	0	0	7
26496	0	0	7
26497	0	0	7
26498	0	0	7
26499	0	0	7
26500	0	0	7
26501	0	0	7
26502	0	0	7
26503	0	0	7
26504	0	0	7
26505	0	0	7
26506	0	0	7
26507	1	0	8
26508	0	0	8
26509	0	0	8
26510	0	0	8
26511	0	0	8
26512	0	0	8
26513	0	0	8
26514	0	0	8
26515	0	0	8
26516	0	0	8
26517	0	0	8
26518	0	0	8
26519	0	0	8
26520	0	0	8
26521	0	0	8
26522	0	0	8
26523	0	0	8
26524	0	0	8
26525	0	0	8
26526	0	0	8
26527	0	0	8
26528	0	0	8
26529	0	1	7
26530	0	0	7
26531	0	0	7
26532	0	0	7
26533	0	0	7
26534	0	0	7
26535	0	1	6
26536	0	0	6
26537	0	0	6
26538	0	0	6
26539	0	0	6
26540	0	0	6
26541	0	0	6
26542	0	0	6
26543	0	0	6
26544	0	0	6
26545	0	0	6
26546	0	0	6
26547	0	0	6
26548	0	0	6
26549	0	0	6
26550	0	0	6
26551	0	0	6
26552	0	0	6
26553	0	0	6
26554	0	0	6
26555	0	0	6
26556	0	0	6
26557	0	0	6
26558	0	0	6
26559	0	0	6
26560	0	0	6
26561	0	0	6
26562	0	0	6
26563	0	0	6
26564	0	0	6
26565	0	0	6
26566	0	0	6
26567	0	0	6
26568	0	0	6
26569	0	0	6
26570	0	0	6
26571	0	0	6
26572	0	0	6
26573	0	0	6
26574	0	0	6
26575	0	0	6
26576	0	0	6
26577	0	0	6
26578	0	0	6
26579	0	0	6
26580	0	0	6
26581	0	0	6
26582	0	0	6
26583	0	0	6
26584	0	0	6
26585	0	0	6
26586	0	0	6
26587	0	0	6
26588	0	0	6
26589	0	0	6
26590	0	1	5
26591	0	0	5
26592	0	0	5
26593	0	0	5
26594	0	0	5
26595	0	0	5
26596	0	0	5
26597	0	0	5
26598	0	0	5
26599	0	0	5
26600	0	0	5
26601	0	0	5
26602	0	0	5
26603	0	0	5
26604	0	0	5
26605	0	0	5
26606	0	0	5
26607	0	0	5
26608	0	0	5
26609	0	0	5
26610	0	0	5
26611	0	0	5
26612	0	0	5
26613	0	0	5
26614	0	0	5
26615	0	0	5
26616	0	0	5
26617	0	0	5
26618	0	0	5
26619	0	0	5
26620	0	0	5
26621	0	0	5
26622	0	0	5
26623	0	0	5
26624	0	0	5
26625	0	0	5
26626	0	0	5
26627	0	0	5
26628	0	0	5
26629	0	0	5
26630	0	0	5
26631	0	0	5
26632	0	0	5
26633	0	0	5
26634	0	0	5
26635	0	0	5
26636	0	0	5
26637	0	0	5
26638	0	0	5
26639	0	0	5
26640	0	0	5
26641	0	0	5
26642	0	0	5
26643	0	0	5
26644	0	0	5
26645	0	0	5
26646	3	0	8
26647	0	0	8
26648	0	0	8
26649	0	0	8
26650	0	0	8
26651	0	0	8
26652	0	0	8
26653	0	0	8
26654	0	0	8
26655	0	0	8
26656	0	0	8
26657	0	0	8
26658	0	0	8
26659	0	0	8
26660	0	0	8
26661	0	0	8
26662	0	0	8
26663	0	0	8
26664	0	0	8
26665	0	0	8
26666	0	0	8
26667	0	1	7
26668	0	0	7
26669	0	0	7
26670	0	0	7
26671	0	1	6
26672	0	0	6
26673	0	0	6
26674	0	0	6
26675	0	0	6
26676	0	0	6
26677	0	0	6
26678	0	0	6
26679	0	0	6
26680	0	1	5
26681	0	0	5
26682	0	0	5
26683	0	0	5
26684	0	0	5
26685	0	0	5
26686	0	0	5
26687	0	0	5
26688	0	0	5
26689	0	0	5
26690	0	0	5
26691	0	0	5
26692	0	0	5
26693	0	0	5
26694	0	0	5
26695	0	0	5
26696	1	0	6
26697	0	0	6
26698	0	0	6
26699	0	0	6
26700	0	0	6
26701	0	0	6
26702	0	0	6
26703	0	0	6
26704	0	0	6
26705	0	0	6
26706	0	0	6
26707	0	0	6
26708	0	0	6
26709	0	0	6
26710	0	0	6
26711	0	0	6
26712	0	0	6
26713	0	0	6
26714	0	0	6
26715	0	0	6
26716	0	0	6
26717	0	0	6
26718	0	0	6
26719	0	0	6
26720	0	0	6
26721	0	0	6
26722	0	0	6
26723	0	0	6
26724	0	0	6
26725	0	0	6
26726	0	0	6
26727	0	0	6
26728	0	0	6
26729	0	0	6
